Image_Name,First_order_moment,,,Second_order_moment,,,Third_order_moment,,,class
 'Polluted_water\\images (8)(1).jpg',1.3213,1.3901,1.1627,0.2902,0.3023,0.2707,-0.0069,-0.0094,-0.0031,Polluted
 'Polluted_water\\images (8)(2).jpg',1.4595,1.6474,1.3445,0.4012,0.3844,0.4883,0.0039,0.0036,0.0039,Polluted
 'Polluted_water\\images (8).jpg',0.7579,0.8183,0.8699,0.5209,0.4598,0.4916,0.0014,0.0013,0,Polluted
 'Polluted_water\\images (80)(1).jpg',1.5652,1.6883,1.2047,0.2115,0.2511,0.3089,0.0077,0.0029,0.0089,Polluted
 'Polluted_water\\images (80).jpg',1.2376,1.2477,1.19,0.4171,0.4186,0.4396,0.0013,0.0012,0.0019,Polluted
 'Polluted_water\\images (81)(1).jpg',1.3512,1.4313,1.4357,0.2921,0.3717,0.5551,0.0056,0.0054,0.0031,Polluted
 'Polluted_water\\images (81).jpg',1.3103,1.3717,1.4776,0.2694,0.3083,0.3508,0.0026,0.0017,0.0011,Polluted
 'Polluted_water\\images (82)(1).jpg',1.4376,1.4689,1.3398,0.2818,0.2844,0.4405,0.0004,0.0009,0.0006,Polluted
 'Polluted_water\\images (82).jpg',1.2376,1.2477,1.19,0.4171,0.4186,0.4396,0.0013,0.0012,0.0019,Polluted
 'Polluted_water\\images (83)(1).jpg',1.3044,1.4488,1.4324,0.154,0.1734,0.2302,-0.0012,-0.0002,-0.0006,Polluted
 'Polluted_water\\images (83).jpg',1.3045,1.3109,1.3044,0.4858,0.445,0.3815,0.0022,0.0013,-0.0042,Polluted
 'Polluted_water\\images (84)(1).jpg',1.3691,1.394,1.089,0.1173,0.1365,0.2336,0.0125,0.0096,0.0035,Polluted
 'Polluted_water\\images (84).jpg',1.453,1.6269,1.3415,0.284,0.2761,0.2925,0.0061,0.0055,0.0058,Polluted
 'Polluted_water\\images (85)(1).jpg',1.0153,1.0359,1.1121,0.3934,0.4139,0.4987,0.0168,0.0144,0.0101,Polluted
 'Polluted_water\\images (85).jpg',1.6195,1.5583,1.3988,0.156,0.1594,0.1882,0.0042,0.0045,0.0053,Polluted
 'Polluted_water\\images (86)(1).jpg',1.2001,1.2511,1.3163,0.442,0.4345,0.4621,0.0024,0.0018,0.0006,Polluted
 'Polluted_water\\images (86).jpg',0.996,1.1889,0.7768,0.1937,0.1933,0.2461,0.0255,0.0258,0.0212,Polluted
 'Polluted_water\\images (87)(1).jpg',1.0795,1.1846,1.1285,0.2477,0.2664,0.3441,0.0018,0.0012,0.0004,Polluted
 'Polluted_water\\images (87).jpg',0.9539,0.9341,0.7346,0.3468,0.3481,0.4248,0.0064,0.0073,0.008,Polluted
 'Polluted_water\\images (88)(1).jpg',0.9937,1.2341,1.0269,0.2213,0.2314,0.2639,0.0028,0.0007,-0.0008,Polluted
 'Polluted_water\\images (88).jpg',1.3819,1.4044,1.0254,0.1891,0.187,0.1706,0.0117,0.0125,0.0129,Polluted
 'Polluted_water\\images (89)(1).jpg',1.3124,1.4642,0.9598,0.1826,0.1892,0.2863,0.0192,0.0159,0.0095,Polluted
 'Polluted_water\\images (89).jpg',1.553,1.5714,1.1472,0.2631,0.2778,0.4629,-0.0005,-0.0005,0.0015,Polluted
 'Polluted_water\\images (9)(1).jpg',1.0619,1.133,0.8629,0.0972,0.0951,0.0925,0.0027,0.0041,0.0086,Polluted
 'Polluted_water\\images (9)(2).jpg',1.691,1.6233,1.4354,0.2353,0.2579,0.3206,0.0123,0.0119,0.0108,Polluted
 'Polluted_water\\images (9).jpg',1.1239,1.1652,1.218,0.6487,0.5534,0.521,0.0064,0.0064,0.0061,Polluted
 'Polluted_water\\images (90)(1).jpg',1.6049,1.5681,1.358,0.3463,0.3981,0.563,0.0016,0.0015,0.0008,Polluted
 'Polluted_water\\images (90).jpg',1.2706,1.2996,1.0588,0.3562,0.3497,0.4156,0.0268,0.0266,0.0269,Polluted
 'Polluted_water\\images (91)(1).jpg',1.553,1.5714,1.1472,0.2631,0.2778,0.4629,-0.0005,-0.0005,0.0015,Polluted
 'Polluted_water\\images (91).jpg',1.005,1.0729,0.9237,0.2875,0.2985,0.3596,0.0039,0.0047,0.0072,Polluted
 'Polluted_water\\images (92)(1).jpg',0.9235,0.9557,0.9175,0.4748,0.4981,0.5436,0.01,0.0093,0.0084,Polluted
 'Polluted_water\\images (92).jpg',1.7079,1.7144,1.7024,0.1095,0.1149,0.118,0.0033,0.0039,0.006,Polluted
 'Polluted_water\\images (93)(1).jpg',1.4632,1.5149,1.4803,0.5461,0.5742,0.6329,0.0044,0.0038,0.0031,Polluted
 'Polluted_water\\images (93).jpg',1.3919,1.5357,1.2998,0.1494,0.155,0.1752,0.004,0.004,0.0047,Polluted
 'Polluted_water\\images (94)(1).jpg',1.3587,1.6297,1.2239,0.1453,0.2116,0.3234,0.0053,0.0027,0.0052,Polluted
 'Polluted_water\\images (94).jpg',1.8001,1.8052,1.6714,0.169,0.1632,0.1541,0.0045,0.0044,0.0028,Polluted
 'Polluted_water\\images (95)(1).jpg',1.0323,0.9997,0.9834,0.6717,0.6275,0.6431,0.0041,0.0045,0.0034,Polluted
 'Polluted_water\\images (95).jpg',1.4217,1.4672,1.3128,0.2079,0.2116,0.2421,-0.0094,-0.0089,-0.0057,Polluted
 'Polluted_water\\images (96)(1).jpg',1.0346,1.0531,0.8887,0.3405,0.325,0.3336,-0.0007,0.0002,0.0037,Polluted
 'Polluted_water\\images (96).jpg',1.3775,1.5039,1.3395,0.3032,0.3044,0.408,0.0001,-0.0002,-0.001,Polluted
 'Polluted_water\\images (97)(1).jpg',1.5651,1.5694,1.5555,0.2698,0.2791,0.2977,0.0029,0.0036,0.003,Polluted
 'Polluted_water\\images (97).jpg',0.7769,0.7353,0.5335,0.3022,0.3314,0.2541,-0.0027,-0.0037,-0.0036,Polluted
 'Polluted_water\\images (98)(1).jpg',1.4644,1.4452,1.4081,0.2696,0.266,0.3251,0.0006,0.0003,0.0012,Polluted
 'Polluted_water\\images (98).jpg',1.2107,1.3128,1.1635,0.4905,0.5079,0.5383,-0.0007,-0.001,0.0004,Polluted
 'Polluted_water\\images (99)(1).jpg',1.453,1.6269,1.3415,0.284,0.2761,0.2925,0.0061,0.0055,0.0058,Polluted
 'Polluted_water\\images (99).jpg',1.0619,1.133,0.8629,0.0972,0.0951,0.0925,0.0027,0.0041,0.0086,Polluted
 'Polluted_water\\images - 2022-11-01T141111.147.jpg',1.658,1.6887,1.4963,0.226,0.2225,0.2474,0.0106,0.0107,0.0101,Polluted
 'Polluted_water\\images - 2022-11-01T141117.770.jpg',1.2948,1.1775,1.0814,0.1779,0.1853,0.2009,0.0019,0.0037,0.0039,Polluted
 'Polluted_water\\images - 2022-11-01T141124.240.jpg',1.6273,1.8838,1.7196,0.2473,0.2441,0.2657,-0.0012,-0.0013,-0.0012,Polluted
 'Polluted_water\\images - 2022-11-01T141140.305.jpg',1.2242,1.4504,1.1344,0.1498,0.1318,0.2147,0.0073,0.0088,0.0059,Polluted
 'Polluted_water\\images - 2022-11-01T141145.314.jpg',1.4499,1.4173,1.0071,0.3533,0.3249,0.4859,0.005,0.0074,0.0111,Polluted
 'Polluted_water\\images - 2022-11-01T141153.095.jpg',0.9887,0.9325,0.7715,0.2436,0.2473,0.2972,0.0004,-0.0001,-0.0022,Polluted
 'Polluted_water\\images - 2022-11-01T141203.865.jpg',0.9128,1.1777,0.7623,0.2923,0.2317,0.2048,-0.0037,-0.0033,-0.0018,Polluted
 'Polluted_water\\images - 2022-11-01T141209.707.jpg',1.0346,1.0531,0.8887,0.3405,0.325,0.3336,-0.0007,0.0002,0.0037,Polluted
 'Polluted_water\\images - 2022-11-01T141215.536.jpg',1.1368,1.2103,0.8348,0.3124,0.306,0.3795,0.0096,0.0092,0.01,Polluted
 'Polluted_water\\images - 2022-11-01T141220.328.jpg',0.7471,0.968,0.6974,0.3117,0.3151,0.3164,0.0052,0.005,0.006,Polluted
 'Polluted_water\\images - 2022-11-01T141225.660.jpg',1.3732,1.3564,1.1265,0.2406,0.2543,0.368,0.0106,0.0083,0.0014,Polluted
 'Polluted_water\\images - 2022-11-01T141231.531.jpg',1.5954,1.5666,1.5823,0.4118,0.3816,0.4475,0.006,0.0059,0.0068,Polluted
 'Polluted_water\\images - 2022-11-01T141238.999.jpg',1.5651,1.5694,1.5555,0.2698,0.2791,0.2977,0.0029,0.0036,0.003,Polluted
 'Polluted_water\\images - 2022-11-01T141250.446.jpg',1.2467,1.3687,1.2198,0.4637,0.4671,0.4961,0.0067,0.0062,0.0069,Polluted
 'Polluted_water\\images - 2022-11-01T141255.909.jpg',1.0271,1.0932,0.7877,0.4238,0.4149,0.4562,0.0071,0.0061,0.0096,Polluted
 'Polluted_water\\images - 2022-11-01T141308.680.jpg',1.1383,1.2095,1.0614,0.6974,0.6975,0.8082,0.0055,0.004,0.0047,Polluted
 'Polluted_water\\images - 2022-11-01T141700.133.jpg',1.1383,1.2095,1.0614,0.6974,0.6975,0.8082,0.0055,0.004,0.0047,Polluted
 'Polluted_water\\images - 2022-11-02T183349.797.jpg',1.0795,1.1846,1.1285,0.2477,0.2664,0.3441,0.0018,0.0012,0.0004,Polluted
 'Polluted_water\\images - 2022-11-02T183354.758.jpg',1.5121,1.5404,1.4667,0.526,0.566,0.6295,0.003,0.0029,0.0023,Polluted
 'Polluted_water\\images - 2022-11-02T183402.186.jpg',1.0951,1.1179,1.0603,0.3968,0.3942,0.4224,0.0027,0.0026,0.0019,Polluted
 'Polluted_water\\images - 2022-11-02T183408.054.jpg',1.658,1.6887,1.4963,0.226,0.2225,0.2474,0.0106,0.0107,0.0101,Polluted
 'Polluted_water\\images - 2022-11-02T183415.106.jpg',0.7392,0.7784,0.7943,0.2789,0.2808,0.2802,0.0011,0.0012,0.0015,Polluted
 'Polluted_water\\images - 2022-11-02T183425.198.jpg',0.58,0.79,0.7916,0.2411,0.2779,0.3659,0.0124,0.0101,0.0082,Polluted
 'Polluted_water\\images - 2022-11-02T183430.222.jpg',1.5078,1.6202,1.5612,0.153,0.1618,0.2325,0.0023,0.003,0.0058,Polluted
 'Polluted_water\\images - 2022-11-02T183437.646.jpg',1.0457,1.0504,0.8666,0.3802,0.358,0.365,-0.0027,-0.0023,0.0005,Polluted
 'Polluted_water\\images - 2022-11-02T183443.040.jpg',1.2916,1.3341,1.2674,0.2477,0.261,0.4142,0.0027,0.0027,0.0016,Polluted
 'Polluted_water\\images - 2022-11-02T183450.742.jpg',1.1383,1.2095,1.0614,0.6974,0.6975,0.8082,0.0055,0.004,0.0047,Polluted
 'Polluted_water\\images - 2022-11-02T183457.764.jpg',1.3922,1.4014,1.3505,0.285,0.2792,0.3232,0.0063,0.0064,0.0056,Polluted
 'Polluted_water\\images - 2022-11-02T183503.686.jpg',1.2965,1.4402,1.4309,0.1712,0.1824,0.2327,-0.0024,-0.0009,-0.0004,Polluted
 'Polluted_water\\images - 2022-11-02T183509.871.jpg',1.2467,1.3687,1.2198,0.4637,0.4671,0.4961,0.0067,0.0062,0.0069,Polluted
 'Polluted_water\\images - 2022-11-02T183519.437.jpg',0.9828,1.0322,1.2201,0.3019,0.3055,0.3019,0.0026,0.0022,0.002,Polluted
 'Polluted_water\\images - 2022-11-02T183524.750.jpg',1.2739,1.2624,1.2747,0.3242,0.3179,0.342,-0.0056,-0.0053,-0.0062,Polluted
 'Polluted_water\\images - 2022-11-02T183530.015.jpg',0.9168,0.9701,0.9919,0.6451,0.6234,0.5996,0.0044,0.0047,0.0059,Polluted
 'Polluted_water\\images - 2022-11-02T183538.264.jpg',1.3213,1.3901,1.1627,0.2902,0.3023,0.2707,-0.0069,-0.0094,-0.0031,Polluted
 'Polluted_water\\images - 2022-11-02T183543.803.jpg',1.3761,1.5911,1.6597,0.5842,0.5467,0.6637,0.0004,-0.0007,-0.0028,Polluted
 'Polluted_water\\images - 2022-11-02T183548.917.jpg',0.9702,0.9939,1.023,0.6304,0.6392,0.6406,0.0064,0.006,0.0052,Polluted
 'Polluted_water\\images - 2022-11-02T183554.629.jpg',0.8892,0.9181,0.8307,0.3186,0.3297,0.3351,0.0043,0.004,0.004,Polluted
 'Polluted_water\\images - 2022-11-02T183600.890.jpg',0.5893,0.5682,0.5627,0.2963,0.3633,0.3748,0.001,0.0008,0.0039,Polluted
 'Polluted_water\\images - 2022-11-02T183605.727.jpg',1.2096,1.3307,1.3557,0.4029,0.4145,0.4405,0.0005,0.0001,-0.0002,Polluted
 'Polluted_water\\images - 2022-11-02T183610.920.jpg',1.0967,1.1531,1.1452,0.3707,0.3849,0.4349,0.0062,0.0058,0.0058,Polluted
 'Polluted_water\\images - 2022-11-02T183619.985.jpg',1.4066,1.4528,1.4316,0.471,0.5115,0.5466,0.0035,0.004,0.0037,Polluted
 'Polluted_water\\images - 2022-11-02T183624.734.jpg',1.3893,1.3926,1.4301,0.3894,0.4126,0.4541,0.0022,0.0023,0.0024,Polluted
 'Polluted_water\\images - 2022-11-02T183630.774.jpg',1.4595,1.5407,1.4678,0.477,0.4195,0.4996,0.0013,0.0014,0.0013,Polluted
 'Polluted_water\\images - 2022-11-02T183636.356.jpg',1.4542,1.461,1.4367,0.3282,0.3354,0.357,-0.0031,-0.0033,-0.0035,Polluted
 'Polluted_water\\images - 2022-11-02T183643.442.jpg',1.3775,1.5039,1.3395,0.3032,0.3044,0.408,0.0001,-0.0002,-0.001,Polluted
 'Polluted_water\\images - 2022-11-02T183649.387.jpg',1.3318,1.3711,1.3853,0.2198,0.21,0.2198,-0.0034,-0.0034,-0.0042,Polluted
 'Polluted_water\\images - 2022-11-02T183654.106.jpg',1.1548,1.3541,1.455,0.2961,0.2913,0.2891,0.0027,0.0026,0.0022,Polluted
 'Polluted_water\\images - 2022-11-02T183659.366.jpg',0.9539,0.9341,0.7346,0.3468,0.3481,0.4248,0.0064,0.0073,0.008,Polluted
 'Polluted_water\\images - 2022-11-02T183706.427.jpg',1.2064,1.2936,1.2531,0.1921,0.1924,0.2376,0.0052,0.0045,-0.0002,Polluted
 'Polluted_water\\images - 2022-11-02T183713.959.jpg',1.0619,1.133,0.8629,0.0972,0.0951,0.0925,0.0027,0.0041,0.0086,Polluted
 'Polluted_water\\images - 2022-11-02T183718.759.jpg',1.1847,1.1889,1.0555,0.1732,0.174,0.1923,0.0045,0.0046,0.0043,Polluted
 'Polluted_water\\images - 2022-11-02T183723.732.jpg',1.4033,1.4069,1.2345,0.4803,0.4818,0.4731,-0.0098,-0.0097,-0.0091,Polluted
 'Polluted_water\\images - 2022-11-02T183729.792.jpg',1.5954,1.5666,1.5823,0.4118,0.3816,0.4475,0.006,0.0059,0.0068,Polluted
 'Polluted_water\\images - 2022-11-02T183737.467.jpg',1.3998,1.4383,1.3571,0.2666,0.2839,0.3891,0.0095,0.0085,0.0065,Polluted
 'Polluted_water\\images - 2022-11-02T183744.635.jpg',0.6469,0.6342,0.6645,0.2254,0.2211,0.227,-0.0001,0.0005,0.0007,Polluted
 'Polluted_water\\images - 2022-11-02T183749.333.jpg',1.5046,1.4765,1.4668,0.3108,0.3426,0.4134,0.0015,0.0014,0.0001,Polluted
 'Polluted_water\\images - 2022-11-02T183754.635.jpg',1.3708,1.5662,1.5429,0.6584,0.5426,0.6388,0.0036,0.004,0.0023,Polluted
 'Polluted_water\\images - 2022-11-02T183808.621.jpg',0.9447,1.0149,1.0575,0.1488,0.144,0.1571,-0.001,-0.0022,-0.0041,Polluted
 'Polluted_water\\images - 2022-11-02T183813.472.jpg',0.8761,0.9366,0.8671,0.302,0.2952,0.3069,0.0026,0.0019,0.0023,Polluted
 'Polluted_water\\images - 2022-11-02T183818.492.jpg',0.964,1.0912,1.0926,0.1873,0.1898,0.2041,0.0089,0.008,0.0055,Polluted
 'Polluted_water\\images - 2022-11-02T183831.768.jpg',1.532,1.5562,1.5793,0.1916,0.1893,0.2874,0.0052,0.0082,0.0085,Polluted
 'Polluted_water\\images - 2022-11-02T184005.584.jpg',1.2481,1.4733,1.1395,0.0916,0.1102,0.2486,0.0091,0.0188,0.0117,Polluted
 'Polluted_water\\images - 2022-11-02T184013.386.jpg',1.0139,1.4116,0.95,0.2153,0.218,0.1978,-0.0082,-0.0107,-0.0088,Polluted
 'Polluted_water\\images - 2022-11-02T184019.714.jpg',1.5131,1.5999,1.3223,0.2577,0.2516,0.4829,0.0003,-0.0004,0.0031,Polluted
 'Polluted_water\\images - 2022-11-02T184028.181.jpg',1.3581,1.5108,1.1586,0.1842,0.1768,0.3842,0.0085,0.0006,0.0026,Polluted
 'Polluted_water\\images - 2022-11-02T184038.732.jpg',1.6069,1.8941,1.4616,0.1747,0.1781,0.2834,0.0025,0.0028,0.0019,Polluted
 'Polluted_water\\images - 2022-11-02T184047.152.jpg',1.1326,1.4475,1.0204,0.2911,0.3379,0.6029,0.0088,0.0068,0.0086,Polluted
 'Polluted_water\\images - 2022-11-02T184055.683.jpg',1.3919,1.5357,1.2998,0.1494,0.155,0.1752,0.004,0.004,0.0047,Polluted
 'Polluted_water\\images(1).jpg',0.3453,0.5196,0.2504,0.1985,0.181,0.1939,0.0279,0.0282,0.0294,Polluted
 'Polluted_water\\images(2).jpg',1.3819,1.4044,1.0254,0.1891,0.187,0.1706,0.0117,0.0125,0.0129,Polluted
 'Polluted_water\\images.jpg',1.3708,1.5662,1.5429,0.6584,0.5426,0.6388,0.0036,0.004,0.0023,Polluted
 'Polluted_water\\images1 (2).jpg',1.3318,1.6289,1.3462,0.3573,0.3062,0.3772,-0.007,-0.0075,-0.0058,Polluted
 'Polluted_water\\images1.jpg',0.6738,0.7821,0.2048,0.1325,0.1448,0.1279,0.0006,-0.0006,0.0093,Polluted
 'Polluted_water\\IMG-2975.jpg',1.3183,1.5461,1.5712,0.1654,0.186,0.2294,-0.004,-0.0036,-0.0007,Polluted
 'Polluted_water\\IMG-2985.jpg',1.0996,1.3946,1.3828,0.1857,0.2261,0.4583,-0.0099,-0.0121,-0.0083,Polluted
 'Polluted_water\\IMG-2994.jpg',1.2934,1.6726,1.3224,0.289,0.2665,0.4702,0.0105,0.0112,0.0126,Polluted
 'Polluted_water\\IMG-3450.jpg',1.3249,1.4864,1.1435,0.2149,0.2182,0.3896,0.004,0.0041,0.0046,Polluted
 'Polluted_water\\IMG-3452.jpg',1.1687,1.6383,1.3632,0.2605,0.2591,0.4586,0.0086,0.0059,0.005,Polluted
 'Polluted_water\\IMG-3453.jpg',0.9529,1.476,1.4445,0.3306,0.2866,0.4398,0.006,0.0051,0.002,Polluted
 'Polluted_water\\IMG-3455.jpg',1.4005,1.8027,1.4638,0.1914,0.1865,0.3386,0.0079,0.0065,0.006,Polluted
 'Polluted_water\\IMG-3458_1.jpg',0.6837,1.4099,1.2788,0.492,0.5051,0.5418,0.0034,-0.0013,-0.0011,Polluted
 'Polluted_water\\IMG-3459.jpg',0.9614,1.2265,1.1438,0.4197,0.4214,0.5852,0.0209,0.0131,0.0072,Polluted
 'Polluted_water\\IMG-3461.jpg',1.2392,1.6588,1.3901,0.3374,0.3053,0.4675,0.0029,0.0028,0.004,Polluted
 'Polluted_water\\IMG-3463.jpg',1.0742,1.5296,1.4739,0.2127,0.1986,0.2706,0.0026,0.0016,-0.0002,Polluted
 'Polluted_water\\IMG-3464.jpg',0.6623,1.2487,1.062,0.3909,0.367,0.3531,0.0061,0.0042,0.0054,Polluted
 'Polluted_water\\IMG-3465.jpg',0.7342,1.0984,1.0966,0.2468,0.2078,0.3091,0.0052,0.0047,0.0018,Polluted
 'Polluted_water\\IMG-3472.jpg',1.2758,1.2816,0.7568,0.3061,0.3181,0.4756,0.0001,-0.0009,0.002,Polluted
 'Polluted_water\\IMG-3477.jpg',1.4817,1.7321,1.3803,0.594,0.525,0.6741,-0.0033,-0.0039,-0.0029,Polluted
 'Polluted_water\\IMG-3489.jpg',0.9664,1.4678,1.3596,0.3959,0.4401,0.3827,-0.0007,-0.0024,0.0004,Polluted
 'Polluted_water\\IMG-3490.jpg',1.2085,1.3537,1.2315,0.3758,0.3808,0.5217,0.0019,0.0001,0.0009,Polluted
 'Polluted_water\\IMG-3492.jpg',1.3369,1.4379,1.093,0.1766,0.1728,0.3478,-0.0037,-0.0056,0.0033,Polluted
 'Polluted_water\\IMG-3493.jpg',1.5434,1.5711,1.1054,0.2608,0.2797,0.4822,0.0032,0.0018,0.0069,Polluted
 'Polluted_water\\IMG-3494.jpg',1.1695,1.5337,1.329,0.1741,0.1208,0.1018,0.0014,0.001,0.0035,Polluted
 'Polluted_water\\IMG-3495.jpg',0.8652,1.0858,0.8983,0.2055,0.1824,0.2519,0.0058,0.0027,0.0054,Polluted
 'Polluted_water\\IMG-3496.jpg',0.8416,1.2948,0.9743,0.4154,0.2634,0.3621,0.0018,0.0032,0.0051,Polluted
 'Polluted_water\\IMG-3497.jpg',1.1147,1.5942,1.3345,0.2567,0.1722,0.1472,0.0025,0.0013,0.0045,Polluted
 'Polluted_water\\IMG-3498.jpg',1.0814,1.5235,1.3862,0.4975,0.4168,0.6148,0.0058,0.0055,0.0029,Polluted
 'Polluted_water\\IMG-3499.jpg',1.1875,1.5053,1.4856,0.4753,0.4786,0.6048,0.0018,0.0002,0.0013,Polluted
 'Polluted_water\\IMG-3501.jpg',1.2985,1.7054,1.5999,0.1756,0.2098,0.2589,-0.0042,-0.0069,-0.0035,Polluted
 'Polluted_water\\IMG-3504.jpg',0.7374,0.9666,0.8906,0.305,0.2347,0.2826,0.0092,0.0093,0.0075,Polluted
 'Polluted_water\\IMG-3505.jpg',1.282,1.4808,1.3827,0.1958,0.1884,0.2265,0.01,0.0084,0.0082,Polluted
 'Polluted_water\\IMG-3506.jpg',1.2488,1.519,1.2717,0.3907,0.3857,0.4493,0.0106,0.0094,0.0096,Polluted
 'Polluted_water\\IMG-3507.jpg',0.9072,1.1888,0.988,0.247,0.2148,0.3846,0.0105,0.0107,0.009,Polluted
 'Polluted_water\\IMG-3509.jpg',1.0267,1.0999,0.8896,0.1676,0.1948,0.3353,-0.0026,-0.0012,0.0016,Polluted
 'Polluted_water\\IMG-3510.jpg',1.0358,1.3389,1.1152,0.2374,0.1694,0.2113,0.0033,0.0027,0.0017,Polluted
 'Polluted_water\\IMG-3511.jpg',1.2671,1.4733,1.1457,0.1887,0.1194,0.1309,0.0045,-0.0016,0.0005,Polluted
 'Polluted_water\\IMG-3513.jpg',1.1649,1.2908,1.1456,0.3634,0.3747,0.4606,-0.0014,-0.0016,-0.0022,Polluted
 'Polluted_water\\IMG-3514.jpg',0.7018,1.0958,0.9766,0.4716,0.4079,0.537,0.0054,0.0047,0.0042,Polluted
 'Polluted_water\\IMG-3517.jpg',1.0923,1.2128,0.9929,0.3768,0.3897,0.4334,-0.0044,-0.0044,-0.0019,Polluted
 'Polluted_water\\IMG-3522.jpg',0.9113,1.3081,1.2948,0.4349,0.3137,0.4027,0.0002,-0.001,-0.0015,Polluted
 'Polluted_water\\IMG-3525.jpg',0.8553,1.2962,1.171,0.1888,0.1691,0.1935,0.0012,-0.0006,-0.0004,Polluted
 'Polluted_water\\IMG-3530.jpg',0.9862,1.144,0.8878,0.2489,0.2283,0.318,0.0102,0.0103,0.0064,Polluted
 'Polluted_water\\IMG-3531.jpg',1.3159,1.5993,1.3108,0.3678,0.3628,0.4837,0.0085,0.007,0.0073,Polluted
 'Polluted_water\\IMG-3533.jpg',1.1084,1.3581,0.9538,0.1486,0.1459,0.1805,0.003,0.0076,0.0107,Polluted
 'Polluted_water\\IMG-3536.jpg',1.3266,1.4286,1.0841,0.1809,0.1769,0.3492,-0.0041,-0.0059,0.0031,Polluted
 'Polluted_water\\IMG-3537.jpg',1.2913,1.4762,1.0829,0.2797,0.2914,0.5514,0.0134,0.0106,0.0052,Polluted
 'Polluted_water\\IMG-3538.jpg',0.665,1.1814,1.126,0.3495,0.2152,0.2968,0.0174,0.0169,0.0116,Polluted
 'Polluted_water\\IMG-3547.jpg',1.2409,1.4386,1.1903,0.2645,0.2816,0.4851,0.0125,0.0108,0.0059,Polluted
 'Polluted_water\\IMG-3549.jpg',1.0948,1.2594,0.9529,0.1499,0.1677,0.2931,0.0001,0.0037,0.0089,Polluted
 'Polluted_water\\IMG-3551.jpg',0.9197,1.4474,1.3693,0.1714,0.1807,0.3608,0.0085,0.0077,0.0062,Polluted
 'Polluted_water\\IMG-3555.jpg',1.2335,1.3708,1.1653,0.3346,0.2721,0.3802,0.0063,0.0023,0.0011,Polluted
 'Polluted_water\\IMG-3556.jpg',1.0902,1.3319,1.2815,0.5463,0.4704,0.5871,0.0032,0.0021,0.0014,Polluted
 'Polluted_water\\IMG-3562.jpg',1.0182,1.2639,1.1186,0.4329,0.4501,0.5664,0.0039,0.0021,0.0045,Polluted
 'Polluted_water\\IMG-3563.jpg',1.4439,1.4467,1.0452,0.3822,0.3577,0.4915,0.0111,0.0163,0.0177,Polluted
 'Polluted_water\\IMG-3566.jpg',1.1639,1.3297,1.066,0.2597,0.2342,0.3288,0.0066,0.0078,0.0058,Polluted
 'Polluted_water\\maxresdefault.jpg',1.2897,1.3674,1.1901,0.3473,0.3671,0.3837,0.0118,0.0121,0.0129,Polluted
 'Polluted_water\\OIP (1)(1).jpg',1.0404,1.068,0.9657,0.2506,0.2526,0.2268,0.0053,0.0058,0.006,Polluted
 'Polluted_water\\OIP (1).jpg',1.2708,1.344,1.398,0.3278,0.3359,0.3607,0.0043,0.0038,0.0031,Polluted
 'Polluted_water\\OIP (10)(1).jpg',0.8936,0.8134,0.7462,0.3071,0.2863,0.2736,0.006,0.006,0.006,Polluted
 'Polluted_water\\OIP (10).jpg',1.5234,1.5012,1.3268,0.2726,0.2217,0.2028,0.002,0.0029,0.0026,Polluted
 'Polluted_water\\OIP (100).jpg',1.5122,1.5662,1.4001,0.2004,0.2327,0.296,0.0062,0.0072,0.0089,Polluted
 'Polluted_water\\OIP (11)(1).jpg',1.1172,1.1132,1.1116,0.338,0.3365,0.3351,0.005,0.0047,0.0048,Polluted
 'Polluted_water\\OIP (11).jpg',1.2697,1.4437,1.38,0.1274,0.13,0.1273,0.0058,0.0053,0.0058,Polluted
 'Polluted_water\\OIP (12)(1).jpg',1.1625,1.1588,1.1572,0.3944,0.3942,0.3932,-0.0015,-0.0016,-0.0017,Polluted
 'Polluted_water\\OIP (12).jpg',1.3229,1.4106,1.4206,0.1014,0.0969,0.1132,0.007,0.0072,0.0031,Polluted
 'Polluted_water\\OIP (13)(1).jpg',0.8536,0.9243,0.9059,0.5788,0.5607,0.5568,0.0244,0.0232,0.0245,Polluted
 'Polluted_water\\OIP (13).jpg',1.6877,1.6759,1.6452,0.2709,0.2822,0.3201,0.0072,0.007,0.0059,Polluted
 'Polluted_water\\OIP (14)(1).jpg',1.5769,1.5966,1.5506,0.2312,0.2136,0.2523,-0.0023,-0.0025,-0.002,Polluted
 'Polluted_water\\OIP (14).jpg',1.1866,1.4731,1.419,0.1104,0.1253,0.1418,0.0021,0.0004,-0.0009,Polluted
 'Polluted_water\\OIP (15)(1).jpg',1.1826,1.1869,1.1807,0.0981,0.0996,0.1043,-0.0066,-0.0063,-0.0052,Polluted
 'Polluted_water\\OIP (15).jpg',1.0698,1.1837,1.0913,0.1731,0.1844,0.2232,0.0095,0.0081,0.0067,Polluted
 'Polluted_water\\OIP (16)(1).jpg',1.0601,1.0088,0.9874,0.2269,0.227,0.2217,-0.0048,-0.0042,-0.0033,Polluted
 'Polluted_water\\OIP (16).jpg',1.308,1.3079,1.2659,0.1895,0.1903,0.2069,0.004,0.004,0.0038,Polluted
 'Polluted_water\\OIP (17)(1).jpg',0.7489,0.7327,0.7654,0.1829,0.1821,0.1845,-0.0114,-0.0112,-0.0114,Polluted
